
OrderId,OrderDate,UserId,TotalCharges,CommonId,PupId,PickupDate
442,16/4/2009,3181,$ 26.24,P2LP6,3,16/4/2009
472,23/4/2009,3181,$ 14.37,NC74H,3,23/4/2009
256,6/1/2009,3190,$ 35.48,PW8A3,2,7/1/2009
541,7/5/2009,3190,$ 15.05,8KWY4,5,8/5/2009
542,7/5/2009,3190,$ 2.99,3RKTD,5,8/5/2009
258,6/1/2009,3194,$ 7.37,JTGT4,3,8/1/2009
741,17/6/2009,3194,$ 20.62,KDC7K,4,18/6/2009
804,30/6/2009,3194,$ 8.18,RJFH8,5,10/7/2009
2589,31/1/2010,3194,$ 20.82,3G7QJ,15,1/2/2010
2228,5/1/2010,3197,$ 73.80,K52DS,3,5/1/2010
2254,7/1/2010,3197,$ 62.90,3J5UK,15,8/1/2010
2309,11/1/2010,3197,$ 56.95,NZ357,3,12/1/2010
2439,21/1/2010,3197,$ 91.10,PY3MT,15,22/1/2010
2550,29/1/2010,3197,$ 74.07,CS5LJ,15,29/1/2010
266,13/1/2009,3355,$ 3.68,ACX3T,3,13/1/2009
271,14/1/2009,3385,$ 47.56,XLKGQ,3,15/1/2009
433,14/4/2009,3385,$ 41.90,MCDV4,3,14/4/2009
1080,19/8/2009,3385,$ 51.56,NXH8U,4,20/8/2009
273,15/1/2009,3394,$ 13.64,DH9T9,3,15/1/2009
320,17/2/2009,3394,$ 37.05,AJJ7X,3,17/2/2009
379,18/3/2009,3394,$ 27.52,V96EQ,3,19/3/2009
438,15/4/2009,3394,$ 53.96,FMAP6,3,16/4/2009
726,15/6/2009,3394,$ 34.52,84KQ5,3,16/6/2009
1113,25/8/2009,3394,$ 28.36,F728R,3,25/8/2009
288,28/1/2009,3616,$ 8.06,WT9H3,3,29/1/2009
290,29/1/2009,3640,$ 31.84,J6Z66,3,29/1/2009
932,21/7/2009,3640,$ 44.27,CHELB,4,23/7/2009
1200,7/9/2009,3640,$ 59.91,69RAP,4,8/9/2009
1250,15/9/2009,3640,$ 43.96,ZSNJL,4,17/9/2009
1300,24/9/2009,3640,$ 43.65,6SCG2,4,24/9/2009
1420,14/10/2009,3640,$ 35.04,A9PY6,4,15/10/2009
1465,20/10/2009,3640,$ 33.32,P8L7C,4,20/10/2009
1596,3/11/2009,3640,$ 82.90,RXNJ5,4,3/11/2009
1650,10/11/2009,3640,$ 40.39,TRZ97,4,10/11/2009
1874,24/11/2009,3640,$ 42.40,DY74R,4,24/11/2009
1928,3/12/2009,3640,$ 92.02,6Q4RJ,4,3/12/2009
2230,5/1/2010,3640,$ 34.62,NJK4S,4,6/1/2010
2318,12/1/2010,3640,$ 52.27,ZBBGF,4,12/1/2010
2437,21/1/2010,3640,$ 55.78,266RH,4,22/1/2010
296,4/2/2009,3733,$ 15.01,C6LGB,2,4/2/2009
306,10/2/2009,3767,$ 73.87,257YD,3,10/2/2009
1517,26/10/2009,3767,$ 33.15,CEGBL,9,28/10/2009
311,12/2/2009,3889,$ 65.18,WZ4AS,3,12/2/2009
490,25/4/2009,3889,$ 230.17,8NVKP,4,28/4/2009
670,2/6/2009,3889,$ 113.42,Z6BUD,4,2/6/2009
739,16/6/2009,3889,$ 187.54,WJN5R,4,18/6/2009
803,30/6/2009,3889,$ 77.88,QEHCK,4,30/6/2009
853,9/7/2009,3889,$ 89.90,7NKYN,4,9/7/2009
908,16/7/2009,3889,$ 91.38,EKQ8V,4,16/7/2009
972,29/7/2009,3889,$ 159.28,6PKSY,4,30/7/2009
1050,12/8/2009,3889,$ 68.50,S32GB,4,13/8/2009
1135,27/8/2009,3889,$ 100.80,FXME6,4,27/8/2009
1210,8/9/2009,3889,$ 60.29,QTSFX,4,8/9/2009
1258,17/9/2009,3889,$ 139.45,SC92Z,4,17/9/2009
1339,30/9/2009,3889,$ 99.10,76BP8,4,1/10/2009
1427,15/10/2009,3889,$ 157.60,YQNQX,4,15/10/2009
1588,3/11/2009,3889,$ 140.80,HE69X,4,3/11/2009
1878,25/11/2009,3889,$ 183.17,8MJY7,4,25/11/2009
2171,30/12/2009,3889,$ 74.76,WSDDL,4,30/12/2009
2364,15/1/2010,3889,$ 39.38,RG2MN,4,15/1/2010
2588,31/1/2010,3889,$ 143.26,JQKVS,4,2/2/2010
2933,19/2/2010,3889,$ 148.88,28MQK,4,19/2/2010
317,16/2/2009,4058,$ 31.53,BWBJ4,2,16/2/2009
1498,22/10/2009,4058,$ 34.72,W392S,5,23/10/2009
324,18/2/2009,4152,$ 189.37,EK5QM,3,24/2/2009
340,1/3/2009,4152,$ 171.15,MKYZW,3,3/3/2009
351,8/3/2009,4152,$ 160.44,RUBA4,3,10/3/2009
395,29/3/2009,4152,$ 72.22,93EN2,3,31/3/2009
409,6/4/2009,4152,$ 137.08,6L4ZG,3,7/4/2009
464,22/4/2009,4152,$ 282.35,HUSRJ,3,23/4/2009
496,29/4/2009,4152,$ 143.98,UJMCX,3,30/4/2009
502,30/4/2009,4152,$ 45.15,PF28Y,3,30/4/2009
678,4/6/2009,4152,$ 175.24,C863J,3,4/6/2009
796,29/6/2009,4152,$ 101.05,WE7EA,3,30/6/2009
881,13/7/2009,4152,$ 103.62,FE9FN,3,14/7/2009
917,19/7/2009,4152,$ 104.45,7NFP2,3,21/7/2009
1103,23/8/2009,4152,$ 70.27,WAPC4,3,25/8/2009
1264,17/9/2009,4152,$ 48.29,773M3,3,22/9/2009
1273,19/9/2009,4152,$ 6.03,QG393,3,22/9/2009
1572,1/11/2009,4152,$ 134.01,TEG9Z,3,3/11/2009
1885,29/11/2009,4152,$ 231.92,HVNKW,3,1/12/2009
2198,3/1/2010,4152,$ 262.93,KH338,15,4/1/2010
2452,24/1/2010,4152,$ 80.65,YJT5F,15,25/1/2010
2612,1/2/2010,4152,$ 210.12,E3X8F,4,5/2/2010
2673,4/2/2010,4152,$ 45.96,6E2LB,4,5/2/2010
3064,28/2/2010,4152,$ 180.02,C5JVS,15,1/3/2010
325,18/2/2009,4160,$ 43.52,PXPMK,3,19/2/2009
330,20/2/2009,4244,$ 20.04,T8TAP,3,24/2/2009
347,4/3/2009,4244,$ 24.88,JERMF,3,10/3/2009
354,9/3/2009,4244,$ 13.40,JRZ7V,3,10/3/2009
369,17/3/2009,4244,$ 27.19,658U4,3,17/3/2009
391,25/3/2009,4244,$ 13.63,2X7GT,3,26/3/2009
424,12/4/2009,4244,$ 37.00,QUGVQ,3,14/4/2009
497,29/4/2009,4244,$ 31.10,36XSY,3,30/4/2009
571,14/5/2009,4244,$ 20.03,8WUWQ,3,14/5/2009
645,27/5/2009,4244,$ 33.33,GYKZW,3,28/5/2009
776,23/6/2009,4244,$ 31.45,VAQQX,3,23/6/2009
843,7/7/2009,4244,$ 18.39,PSL88,3,7/7/2009
892,14/7/2009,4244,$ 23.47,2EHCU,3,14/7/2009
928,21/7/2009,4244,$ 13.04,QJU4A,3,21/7/2009
954,27/7/2009,4244,$ 24.57,5G6ZR,3,28/7/2009
1042,11/8/2009,4244,$ 27.63,XTTGX,3,11/8/2009
1118,25/8/2009,4244,$ 11.12,2NDD5,3,25/8/2009
1201,7/9/2009,4244,$ 30.29,FCAWK,3,8/9/2009
1332,29/9/2009,4244,$ 31.21,SP2RT,3,29/9/2009
1450,19/10/2009,4244,$ 19.23,88UE4,3,20/10/2009
1637,9/11/2009,4244,$ 19.23,QAJFD,3,10/11/2009
1971,7/12/2009,4244,$ 43.09,R6MPY,18,7/12/2009
2099,20/12/2009,4244,$ 18.59,EUM9Y,18,21/12/2009
2226,5/1/2010,4244,$ 23.79,RP8MG,3,5/1/2010
2834,14/2/2010,4244,$ 46.20,TRT52,18,15/2/2010
2967,22/2/2010,4244,$ 21.09,NR6V2,18,22/2/2010
332,22/2/2009,4270,$ 50.10,46LWX,3,26/2/2009
1277,21/9/2009,4270,$ 21.05,CE4LH,3,22/9/2009
2851,15/2/2010,4270,$ 18.65,9Z9MY,3,16/2/2010
343,1/3/2009,4433,$ 20.22,F8RN6,2,4/3/2009
425,12/4/2009,4516,$ 173.07,GE59J,3,14/4/2009
498,29/4/2009,4516,$ 52.78,HS69H,3,5/5/2009
631,22/5/2009,4516,$ 41.41,RPMZ5,3,26/5/2009
913,17/7/2009,4516,$ 16.73,96QHQ,3,21/7/2009
1202,7/9/2009,4516,$ 73.35,XWLQC,3,8/9/2009
1867,23/11/2009,4516,$ 59.74,3FDPF,3,24/11/2009
2461,24/1/2010,4516,$ 95.97,ZTTDG,6,28/1/2010
622,22/5/2009,4577,$ 51.19,VAG8L,5,22/5/2009
659,29/5/2009,4577,$ 39.00,7WMAP,5,29/5/2009
663,1/6/2009,4577,$ 43.43,RV8UU,5,5/6/2009
714,12/6/2009,4577,$ 60.17,BN2HQ,5,12/6/2009
1026,7/8/2009,4577,$ 51.02,AKWYM,5,7/8/2009
1354,2/10/2009,4577,$ 91.59,WFWER,5,2/10/2009
1440,16/10/2009,4577,$ 76.47,HLP79,5,16/10/2009
1509,23/10/2009,4577,$ 37.83,T6U4V,5,23/10/2009
1605,4/11/2009,4577,$ 70.06,5YG9A,11,4/11/2009
1930,3/12/2009,4577,$ 69.36,639GT,6,3/12/2009
2143,28/12/2009,4577,$ 61.09,PR8HJ,15,28/12/2009
2559,29/1/2010,4577,$ 53.24,45WNK,5,29/1/2010
2717,8/2/2010,4577,$ 99.33,F6C7V,4,8/2/2010
2926,19/2/2010,4577,$ 72.05,CWKMP,5,19/2/2010
3012,24/2/2010,4577,$ 81.78,T6KUG,11,24/2/2010
356,9/3/2009,4622,$ 49.36,PW7E6,3,10/3/2009
406,2/4/2009,4622,$ 28.76,5NGUY,3,2/4/2009
473,23/4/2009,4622,$ 12.53,XBKEB,3,23/4/2009
553,8/5/2009,4622,$ 27.36,CNV7M,5,8/5/2009
568,14/5/2009,4622,$ 56.53,PDUPG,3,14/5/2009
573,14/5/2009,4622,$ 9.80,7ZH5P,3,14/5/2009
584,15/5/2009,4622,$ 81.07,PQ8JC,5,15/5/2009
597,19/5/2009,4622,$ 43.01,X3SDW,3,19/5/2009
629,22/5/2009,4622,$ 59.43,CECYN,5,22/5/2009
637,26/5/2009,4622,$ 58.25,Z9PVW,3,26/5/2009
651,28/5/2009,4622,$ 52.04,UZKUL,3,28/5/2009
668,2/6/2009,4622,$ 55.71,GRSVA,3,2/6/2009
694,9/6/2009,4622,$ 68.54,ZW5UB,3,9/6/2009
706,11/6/2009,4622,$ 70.22,NHC93,6,11/6/2009
725,15/6/2009,4622,$ 59.48,QPDJQ,3,16/6/2009
730,16/6/2009,4622,$ 20.65,N5VDC,3,16/6/2009
744,17/6/2009,4622,$ 3.14,X2WE9,6,18/6/2009
771,23/6/2009,4622,$ 80.73,2EJVL,3,23/6/2009
772,23/6/2009,4622,$ 13.84,BN5SH,3,23/6/2009
801,29/6/2009,4622,$ 124.00,8DK94,3,30/6/2009
818,2/7/2009,4622,$ 46.50,E7PSB,6,2/7/2009
841,7/7/2009,4622,$ 67.14,JKERK,3,7/7/2009
842,7/7/2009,4622,$ 5.73,YRUAQ,3,7/7/2009
929,21/7/2009,4622,$ 41.88,HE33L,3,21/7/2009
1001,4/8/2009,4622,$ 34.25,CJUTS,3,4/8/2009
1059,14/8/2009,4622,$ 48.58,GW25V,5,14/8/2009
1068,18/8/2009,4622,$ 54.86,TKG9P,3,18/8/2009
1107,25/8/2009,4622,$ 109.14,A2U94,3,25/8/2009
1108,25/8/2009,4622,$ 86.13,54R6R,3,25/8/2009
1148,28/8/2009,4622,$ 259.34,HTPAN,5,28/8/2009
1149,28/8/2009,4622,$ 44.93,5638X,5,28/8/2009
1156,1/9/2009,4622,$ 98.28,SS8NS,3,1/9/2009
1182,3/9/2009,4622,$ 85.74,UHPD6,5,4/9/2009
1186,3/9/2009,4622,$ 63.91,K3VC6,5,4/9/2009
1188,4/9/2009,4622,$ 75.15,366UJ,5,4/9/2009
1209,8/9/2009,4622,$ 88.34,UC3LA,3,8/9/2009
1246,15/9/2009,4622,$ 84.80,TH5AT,3,15/9/2009
1269,18/9/2009,4622,$ 79.15,5Z5ZZ,5,18/9/2009
1285,22/9/2009,4622,$ 151.36,8L6VZ,3,22/9/2009
1287,22/9/2009,4622,$ 43.15,SSD7G,3,22/9/2009
1315,25/9/2009,4622,$ 28.37,GRK3V,5,25/9/2009
1325,29/9/2009,4622,$ 49.99,S3YYQ,3,29/9/2009
1366,6/10/2009,4622,$ 78.24,THUMB,3,6/10/2009
1411,13/10/2009,4622,$ 68.82,4RYRV,3,13/10/2009
1412,13/10/2009,4622,$ 16.45,2566V,3,13/10/2009
1413,13/10/2009,4622,$ 12.63,8KN48,3,13/10/2009
1426,15/10/2009,4622,$ 19.64,VDW3F,7,15/10/2009
1464,20/10/2009,4622,$ 118.42,43ZSX,3,20/10/2009
1502,23/10/2009,4622,$ 30.43,JZV4U,5,23/10/2009
1504,23/10/2009,4622,$ 26.82,RXH3H,5,23/10/2009
1533,27/10/2009,4622,$ 74.45,PS3VR,3,27/10/2009
1536,27/10/2009,4622,$ 6.90,7BESV,3,27/10/2009
1569,30/10/2009,4622,$ 93.87,5M76L,5,30/10/2009
1590,3/11/2009,4622,$ 95.13,W7AUZ,3,3/11/2009
1615,5/11/2009,4622,$ 24.05,DRR3D,7,5/11/2009
1654,10/11/2009,4622,$ 62.39,LQ3AM,3,10/11/2009
1694,11/11/2009,4622,$ 145.79,H546J,9,11/11/2009
1786,16/11/2009,4622,$ 86.72,ACHV3,15,16/11/2009
1910,1/12/2009,4622,$ 95.35,JGNPK,3,1/12/2009
1967,7/12/2009,4622,$ 109.99,4379D,15,7/12/2009
2019,11/12/2009,4622,$ 46.77,EGTTQ,15,11/12/2009
2050,14/12/2009,4622,$ 139.29,JZ25R,4,15/12/2009
2051,14/12/2009,4622,$ 94.60,WSFSX,4,15/12/2009
2199,4/1/2010,4622,$ 104.73,M4BUB,15,4/1/2010
2319,12/1/2010,4622,$ 120.24,ZKE6N,4,12/1/2010
2414,20/1/2010,4622,$ 99.27,JSD55,4,20/1/2010
2417,20/1/2010,4622,$ 169.82,XXEK3,4,20/1/2010
2474,25/1/2010,4622,$ 145.88,WBYNB,4,25/1/2010
2596,1/2/2010,4622,$ 122.04,8UPXQ,4,1/2/2010
2698,5/2/2010,4622,$ 81.53,D4URE,4,5/2/2010
2778,11/2/2010,4622,$ 141.06,ZHE3C,4,11/2/2010
2808,12/2/2010,4622,$ 76.40,78M52,4,12/2/2010
2920,19/2/2010,4622,$ 73.88,TR2FE,4,19/2/2010
2991,23/2/2010,4622,$ 82.41,5WJXN,4,23/2/2010
3106,2/3/2010,4622,$ 76.31,DZJMC,4,2/3/2010
447,17/4/2009,4640,$ 69.19,A92BW,5,17/4/2009
456,17/4/2009,4640,$ 90.18,RUX8E,3,21/4/2009
487,24/4/2009,4640,$ 53.24,B3MXC,5,24/4/2009
521,1/5/2009,4640,$ 17.13,9ES2U,5,1/5/2009
554,8/5/2009,4640,$ 18.37,RQRD4,5,8/5/2009
585,15/5/2009,4640,$ 42.88,PM7EM,5,15/5/2009
630,22/5/2009,4640,$ 36.13,XP2KN,5,22/5/2009
697,9/6/2009,4640,$ 43.24,SD4DP,3,9/6/2009
764,19/6/2009,4640,$ 65.11,Q45TD,5,19/6/2009
790,26/6/2009,4640,$ 60.64,DKTPD,5,26/6/2009
830,2/7/2009,4640,$ 36.53,LTUVQ,6,2/7/2009
873,10/7/2009,4640,$ 40.60,CYH4R,5,10/7/2009
1195,4/9/2009,4640,$ 66.94,VBLL8,5,4/9/2009
1239,11/9/2009,4640,$ 34.48,HHDK3,5,11/9/2009
1291,22/9/2009,4640,$ 61.88,2WN8C,3,22/9/2009
1318,25/9/2009,4640,$ 16.92,L8GWP,5,25/9/2009
1441,16/10/2009,4640,$ 60.79,LQDVN,8,16/10/2009
1633,6/11/2009,4640,$ 52.44,R47BL,5,6/11/2009
2074,16/12/2009,4640,$ 52.08,T55N5,6,17/12/2009
2149,28/12/2009,4640,$ 43.51,KAMC3,15,28/12/2009
2270,8/1/2010,4640,$ 62.36,FPXF2,15,8/1/2010
2362,15/1/2010,4640,$ 73.81,QPQNP,15,15/1/2010
2504,26/1/2010,4640,$ 45.50,WMAN5,3,26/1/2010
2570,29/1/2010,4640,$ 67.42,CM275,15,29/1/2010
2685,4/2/2010,4640,$ 97.63,MHTVB,5,5/2/2010
2696,5/2/2010,4640,$ 93.23,4PXS7,15,5/2/2010
2814,12/2/2010,4640,$ 93.49,Q66CF,15,12/2/2010
3050,26/2/2010,4640,$ 84.73,FXRZH,15,26/2/2010
731,16/6/2009,4642,$ 30.22,QWMQ5,3,16/6/2009
361,10/3/2009,4658,$ 187.73,X2FU8,3,12/3/2009
367,16/3/2009,4658,$ 45.05,4TP9R,3,17/3/2009
389,24/3/2009,4658,$ 43.43,BB29G,3,24/3/2009
390,24/3/2009,4658,$ 8.79,D7FPC,3,24/3/2009
396,30/3/2009,4658,$ 67.13,2WWM3,3,31/3/2009
460,21/4/2009,4658,$ 70.47,39RWM,3,21/4/2009
601,19/5/2009,4658,$ 49.28,6LXSY,3,19/5/2009
658,29/5/2009,4658,$ 75.97,DK8S6,5,29/5/2009
774,23/6/2009,4658,$ 68.48,EQWCU,3,23/6/2009
364,15/3/2009,4851,$ 24.53,GPF2H,3,17/3/2009
366,15/3/2009,4862,$ 104.58,5UU6Q,3,17/3/2009
368,16/3/2009,4903,$ 7.14,9DGRJ,4,17/3/2009
380,19/3/2009,4973,$ 17.17,UYNK4,3,19/3/2009
382,19/3/2009,4976,$ 10.60,E5N8G,3,19/3/2009
397,31/3/2009,5378,$ 12.93,CLLQB,3,31/3/2009
444,17/4/2009,5408,$ 25.56,HBLCL,5,17/4/2009
485,24/4/2009,5408,$ 43.90,66XAU,5,24/4/2009
519,1/5/2009,5408,$ 38.67,NFTWV,5,1/5/2009
559,8/5/2009,5408,$ 36.76,AX28M,5,9/5/2009
588,15/5/2009,5408,$ 48.50,8QSR6,5,15/5/2009
628,22/5/2009,5408,$ 29.92,VSLM3,5,22/5/2009
402,1/4/2009,5423,$ 84.33,Q7YG4,3,2/4/2009
407,2/4/2009,5441,$ 38.75,C9LX5,3,2/4/2009
418,9/4/2009,5441,$ 171.50,8WJFT,3,9/4/2009
440,16/4/2009,5441,$ 72.92,PSYNU,3,16/4/2009
461,21/4/2009,5441,$ 17.02,T645J,3,21/4/2009
462,21/4/2009,5441,$ 18.21,G5MK7,3,21/4/2009
471,23/4/2009,5441,$ 72.41,CA8Z6,3,23/4/2009
495,28/4/2009,5441,$ 38.36,82ZSK,3,28/4/2009
503,30/4/2009,5441,$ 62.03,QAYCX,3,30/4/2009
505,30/4/2009,5441,$ 11.10,JHWZA,3,30/4/2009
536,7/5/2009,5441,$ 77.96,%%536,3,7/5/2009
564,12/5/2009,5441,$ 21.75,SXKRV,3,12/5/2009
577,14/5/2009,5441,$ 69.18,MU95A,3,14/5/2009
615,21/5/2009,5441,$ 74.34,TCMWT,3,21/5/2009
616,21/5/2009,5441,$ 7.85,3D3AR,3,21/5/2009
647,27/5/2009,5441,$ 79.18,UX5X4,3,28/5/2009
672,3/6/2009,5441,$ 57.26,F6A6B,3,4/6/2009
693,8/6/2009,5441,$ 41.02,ABDDH,3,9/6/2009
728,15/6/2009,5441,$ 65.02,XJES9,3,16/6/2009
767,22/6/2009,5441,$ 58.46,2AAW4,3,23/6/2009
797,29/6/2009,5441,$ 60.37,9LHV2,3,30/6/2009
840,6/7/2009,5441,$ 82.99,4A3Z7,3,7/7/2009
888,13/7/2009,5441,$ 118.21,AJ8TA,3,14/7/2009
926,21/7/2009,5441,$ 56.83,2A5W2,3,21/7/2009
960,28/7/2009,5441,$ 81.01,5FAAD,3,28/7/2009
1002,4/8/2009,5441,$ 91.77,DGHGQ,3,4/8/2009
1069,18/8/2009,5441,$ 25.37,KK7HZ,3,18/8/2009
1070,18/8/2009,5441,$ 15.54,RV42U,3,18/8/2009
1114,25/8/2009,5441,$ 29.24,CDYPL,3,25/8/2009
1292,22/9/2009,5441,$ 21.01,V87P7,3,22/9/2009
1641,9/11/2009,5441,$ 22.20,DRWBS,3,10/11/2009
1796,16/11/2009,5441,$ 26.14,XTF3K,3,17/11/2009
408,2/4/2009,5449,$ 20.89,MGMDN,3,2/4/2009
413,7/4/2009,5449,$ 25.06,WGE2U,3,7/4/2009
436,14/4/2009,5449,$ 63.11,KABDC,3,14/4/2009
463,21/4/2009,5449,$ 42.49,8BYEV,3,21/4/2009
532,7/5/2009,5449,$ 64.19,%%532,3,7/5/2009
639,26/5/2009,5449,$ 49.28,H83T8,3,26/5/2009
677,4/6/2009,5449,$ 54.86,Q53JB,3,4/6/2009
735,16/6/2009,5449,$ 44.09,TZS27,3,16/6/2009
2883,17/2/2010,5449,$ 107.82,T6AKW,4,17/2/2010
2950,21/2/2010,5449,$ 121.75,LV9LD,18,22/2/2010
3083,1/3/2010,5449,$ 121.83,NLHQF,18,1/3/2010
3218,8/3/2010,5449,$ 101.29,58S76,18,8/3/2010
415,8/4/2009,5534,$ 37.00,HBF9W,3,9/4/2009
469,23/4/2009,5534,$ 15.12,Y2C5R,3,23/4/2009
809,1/7/2009,5534,$ 37.71,YD77Q,6,9/7/2009
846,8/7/2009,5534,$ 13.91,33TMM,6,9/7/2009
698,9/6/2009,5564,$ 23.08,2PPL6,6,11/6/2009
940,23/7/2009,5564,$ 23.55,DL398,5,24/7/2009
982,30/7/2009,5564,$ 20.94,J3B54,5,31/7/2009
1470,20/10/2009,5564,$ 63.41,KR6Y2,11,21/10/2009
2139,27/12/2009,5564,$ 33.11,KEXT4,15,28/12/2009
2980,22/2/2010,5564,$ 24.63,KR3WQ,3,23/2/2010
506,30/4/2009,5638,$ 104.29,SD977,5,1/5/2009
734,16/6/2009,5638,$ 190.03,UTADN,3,16/6/2009
879,13/7/2009,5638,$ 123.25,NTWKZ,3,14/7/2009
520,1/5/2009,5654,$ 11.50,YWSXG,5,1/5/2009
534,7/5/2009,5656,$ 20.55,%%534,5,8/5/2009
486,24/4/2009,5657,$ 61.17,K58S7,5,24/4/2009
748,17/6/2009,5657,$ 57.91,D2GMS,6,18/6/2009
900,15/7/2009,5657,$ 72.87,XU3LR,6,16/7/2009
971,29/7/2009,5657,$ 68.96,KLGMU,6,30/7/2009
1083,19/8/2009,5657,$ 64.06,5F333,6,20/8/2009
1337,30/9/2009,5657,$ 120.13,67P2V,6,1/10/2009
446,17/4/2009,5664,$ 43.33,XQ9U2,5,17/4/2009
475,23/4/2009,5664,$ 43.06,5DE3L,5,24/4/2009
556,8/5/2009,5682,$ 83.79,6GFS3,5,9/5/2009
478,23/4/2009,5686,$ 57.22,XDCCA,5,24/4/2009
451,17/4/2009,5708,$ 44.60,HUPMX,5,17/4/2009
479,24/4/2009,5708,$ 47.14,FR56U,5,24/4/2009
557,8/5/2009,5708,$ 33.64,9JKA3,5,9/5/2009
626,22/5/2009,5708,$ 28.92,LRSPK,5,22/5/2009
452,17/4/2009,5805,$ 42.91,G5KBS,5,17/4/2009
845,7/7/2009,5805,$ 18.20,M2UN7,6,9/7/2009
423,10/4/2009,5831,$ 13.71,G8FDC,5,17/4/2009
572,14/5/2009,5831,$ 9.75,AHAGF,3,14/5/2009
522,1/5/2009,5894,$ 24.63,ACNVE,5,1/5/2009
3043,26/2/2010,5894,$ 112.55,7XGHN,5,26/2/2010
426,13/4/2009,5977,$ 19.28,ZSVQK,5,17/4/2009
965,28/7/2009,5977,$ 26.53,ZSNYK,5,31/7/2009
453,17/4/2009,5983,$ 30.19,HPET7,5,17/4/2009
427,13/4/2009,6003,$ 21.84,JN396,5,17/4/2009
786,25/6/2009,6003,$ 16.54,22SJB,5,26/6/2009
1682,10/11/2009,6003,$ 17.85,W938P,5,13/11/2009
428,13/4/2009,6012,$ 14.12,XNLS3,3,14/4/2009
1934,3/12/2009,6016,$ 27.55,ZKYTA,5,4/12/2009
429,13/4/2009,6019,$ 17.53,CKPSY,5,17/4/2009
562,12/5/2009,6069,$ 7.41,ME9RH,3,12/5/2009
657,29/5/2009,6069,$ 17.31,X7CHZ,5,29/5/2009
488,24/4/2009,6097,$ 34.53,7J82D,5,24/4/2009
898,15/7/2009,6097,$ 19.61,JBMLJ,6,16/7/2009
443,16/4/2009,6153,$ 35.77,LQD3F,5,17/4/2009
604,19/5/2009,6224,$ 20.66,R7L3Q,5,22/5/2009
702,10/6/2009,6224,$ 12.99,5MYDF,6,11/6/2009
1010,5/8/2009,6224,$ 41.65,5CQ6K,5,7/8/2009
1131,26/8/2009,6224,$ 45.02,R9QEX,5,28/8/2009
1353,1/10/2009,6224,$ 17.66,PWN3S,5,2/10/2009
2155,28/12/2009,6224,$ 75.06,SFNBD,5,30/12/2009
653,28/5/2009,6225,$ 21.69,U86H2,5,29/5/2009
808,1/7/2009,6225,$ 11.87,HY3VG,6,2/7/2009
850,8/7/2009,6225,$ 6.53,WMNSF,6,9/7/2009
977,30/7/2009,6225,$ 14.52,DD6UW,6,30/7/2009
1483,22/10/2009,6225,$ 15.67,AYTHA,6,22/10/2009
2346,14/1/2010,6225,$ 16.94,W46GX,6,14/1/2010
445,17/4/2009,6245,$ 24.42,7EGTP,5,17/4/2009
449,17/4/2009,6249,$ 31.17,LAZDX,5,17/4/2009
450,17/4/2009,6249,$ 19.52,AHJ79,5,17/4/2009
514,1/5/2009,6249,$ 8.87,SJ6PB,5,1/5/2009
515,1/5/2009,6249,$ 29.29,FG5EF,5,1/5/2009
580,14/5/2009,6249,$ 3.07,L56AK,5,15/5/2009
581,14/5/2009,6249,$ 13.16,3DDL6,5,15/5/2009
717,12/6/2009,6249,$ 7.36,C3RE3,5,12/6/2009
718,12/6/2009,6249,$ 6.03,UVKD8,5,12/6/2009
719,12/6/2009,6249,$ 20.10,4XKR3,5,12/6/2009
792,26/6/2009,6249,$ 8.26,4CFCE,5,26/6/2009
793,26/6/2009,6249,$ 19.55,VMNPS,5,26/6/2009
794,26/6/2009,6249,$ 5.30,G3YDC,3,30/6/2009
870,10/7/2009,6249,$ 4.27,SHEU5,5,10/7/2009
871,10/7/2009,6249,$ 21.27,QL2PY,5,10/7/2009
1190,4/9/2009,6249,$ 11.74,B77HR,5,4/9/2009
1191,4/9/2009,6249,$ 4.67,N836V,5,4/9/2009
1192,4/9/2009,6249,$ 12.26,RC2J9,5,4/9/2009
1193,4/9/2009,6249,$ 4.08,42RC8,5,4/9/2009
1762,13/11/2009,6249,$ 16.91,ADAVB,5,13/11/2009
1763,13/11/2009,6249,$ 7.98,VREU4,5,13/11/2009
454,17/4/2009,6251,$ 33.15,C738Q,5,17/4/2009
455,17/4/2009,6261,$ 6.43,644EC,5,17/4/2009
2460,24/1/2010,6370,$ 161.46,QNWTX,4,25/1/2010
2730,8/2/2010,6370,$ 286.27,7CCRJ,4,9/2/2010
3194,7/3/2010,6370,$ 88.26,L4RJ4,4,8/3/2010
646,27/5/2009,6379,$ 49.27,Y5L53,5,29/5/2009
538,7/5/2009,6384,$ 27.41,%%538,5,8/5/2009
550,8/5/2009,6384,$ 19.50,6UMCN,5,8/5/2009
654,28/5/2009,6384,$ 59.40,QDRXJ,5,29/5/2009
687,5/6/2009,6384,$ 16.39,ZY8CD,5,5/6/2009
689,5/6/2009,6384,$ 2.85,8FMJH,5,5/6/2009
617,21/5/2009,6401,$ 74.89,XWJCU,5,22/5/2009
642,27/5/2009,6408,$ 41.66,FXYQM,3,28/5/2009
481,24/4/2009,6447,$ 24.17,S3LZE,5,24/4/2009
512,1/5/2009,6447,$ 46.78,SHE6H,5,1/5/2009
546,8/5/2009,6447,$ 13.39,7TFCA,5,8/5/2009
583,15/5/2009,6447,$ 37.14,DFTRQ,5,15/5/2009
610,21/5/2009,6447,$ 37.11,BEN2J,5,22/5/2009
